008851b16aa04124b3a9195676604f35,0,0,https://www.wikidata.org/wiki/Q7432
008851b16aa04124b3a9195676604f35,0,1,https://www.wikidata.org/wiki/Q2093287
008851b16aa04124b3a9195676604f35,0,2,https://www.wikidata.org/wiki/Q8261255
008851b16aa04124b3a9195676604f35,0,3,https://www.wikidata.org/wiki/Q2942992
008851b16aa04124b3a9195676604f35,0,4,https://www.wikidata.org/wiki/Q1105092
008851b16aa04124b3a9195676604f35,0,5,https://www.wikidata.org/wiki/Q5133901
008851b16aa04124b3a9195676604f35,0,6,https://www.wikidata.org/wiki/Q217560
008851b16aa04124b3a9195676604f35,0,7,https://www.wikidata.org/wiki/Q3756770
008851b16aa04124b3a9195676604f35,0,8,https://www.wikidata.org/wiki/Q3046026
008851b16aa04124b3a9195676604f35,0,9,https://www.wikidata.org/wiki/Q1102705
008851b16aa04124b3a9195676604f35,0,10,https://www.wikidata.org/wiki/Q3133554
008851b16aa04124b3a9195676604f35,0,14,https://www.wikidata.org/wiki/Q3753866
008851b16aa04124b3a9195676604f35,0,16,https://www.wikidata.org/wiki/Q3752556
008851b16aa04124b3a9195676604f35,0,17,https://www.wikidata.org/wiki/Q2236034
008851b16aa04124b3a9195676604f35,0,19,https://www.wikidata.org/wiki/Q2042960
008851b16aa04124b3a9195676604f35,0,20,https://www.wikidata.org/wiki/Q217581
008851b16aa04124b3a9195676604f35,0,21,https://www.wikidata.org/wiki/Q2194268
008851b16aa04124b3a9195676604f35,0,22,https://www.wikidata.org/wiki/Q1148148
008851b16aa04124b3a9195676604f35,0,24,https://www.wikidata.org/wiki/Q2704889
008851b16aa04124b3a9195676604f35,0,26,https://www.wikidata.org/wiki/Q3643840
008851b16aa04124b3a9195676604f35,0,27,https://www.wikidata.org/wiki/Q287368
008851b16aa04124b3a9195676604f35,0,29,https://www.wikidata.org/wiki/Q388110
008851b16aa04124b3a9195676604f35,0,30,https://www.wikidata.org/wiki/Q3754468
008851b16aa04124b3a9195676604f35,0,31,https://www.wikidata.org/wiki/Q3754033
008851b16aa04124b3a9195676604f35,0,36,https://www.wikidata.org/wiki/Q4499931
008851b16aa04124b3a9195676604f35,0,37,https://www.wikidata.org/wiki/Q2269714
008851b16aa04124b3a9195676604f35,0,38,https://www.wikidata.org/wiki/Q6413408
008851b16aa04124b3a9195676604f35,0,48,https://www.wikidata.org/wiki/Q3756276
008851b16aa04124b3a9195676604f35,0,49,https://www.wikidata.org/wiki/Q947772
008851b16aa04124b3a9195676604f35,0,51,https://www.wikidata.org/wiki/Q1462862
008851b16aa04124b3a9195676604f35,0,53,https://www.wikidata.org/wiki/Q536070
008851b16aa04124b3a9195676604f35,0,55,https://www.wikidata.org/wiki/Q6417895
008851b16aa04124b3a9195676604f35,0,65,https://www.wikidata.org/wiki/Q2165302
008851b16aa04124b3a9195676604f35,0,66,https://www.wikidata.org/wiki/Q143432
008851b16aa04124b3a9195676604f35,0,67,https://www.wikidata.org/wiki/Q1543413
008851b16aa04124b3a9195676604f35,0,72,https://www.wikidata.org/wiki/Q2341801
008851b16aa04124b3a9195676604f35,0,73,https://www.wikidata.org/wiki/Q81110
008851b16aa04124b3a9195676604f35,0,74,https://www.wikidata.org/wiki/Q93596
008851b16aa04124b3a9195676604f35,0,78,https://www.wikidata.org/wiki/Q2178257
008851b16aa04124b3a9195676604f35,0,80,https://www.wikidata.org/wiki/Q3763094
008851b16aa04124b3a9195676604f35,0,82,https://www.wikidata.org/wiki/Q2857311
008851b16aa04124b3a9195676604f35,0,84,https://www.wikidata.org/wiki/Q3757818
008851b16aa04124b3a9195676604f35,0,86,https://www.wikidata.org/wiki/Q610177
008851b16aa04124b3a9195676604f35,0,87,https://www.wikidata.org/wiki/Q3766704
008851b16aa04124b3a9195676604f35,0,88,https://www.wikidata.org/wiki/Q606436
008851b16aa04124b3a9195676604f35,0,90,https://www.wikidata.org/wiki/Q6406968
008851b16aa04124b3a9195676604f35,0,91,https://www.wikidata.org/wiki/Q723654
008851b16aa04124b3a9195676604f35,2,17,https://www.wikidata.org/wiki/Q23360
008851b16aa04124b3a9195676604f35,2,26,https://www.wikidata.org/wiki/Q1603
008851b16aa04124b3a9195676604f35,2,42,https://www.wikidata.org/wiki/Q6841510
008851b16aa04124b3a9195676604f35,2,52,https://www.wikidata.org/wiki/Q958894
008851b16aa04124b3a9195676604f35,2,55,https://www.wikidata.org/wiki/Q1931806
008851b16aa04124b3a9195676604f35,2,60,https://www.wikidata.org/wiki/Q755844
008851b16aa04124b3a9195676604f35,2,62,https://www.wikidata.org/wiki/Q7898836
008851b16aa04124b3a9195676604f35,2,66,https://www.wikidata.org/wiki/Q267927
008851b16aa04124b3a9195676604f35,2,72,https://www.wikidata.org/wiki/Q27538
008851b16aa04124b3a9195676604f35,2,77,https://www.wikidata.org/wiki/Q1752800
008851b16aa04124b3a9195676604f35,2,79,https://www.wikidata.org/wiki/Q1393
008851b16aa04124b3a9195676604f35,2,89,
008851b16aa04124b3a9195676604f35,2,91,
008851b16aa04124b3a9195676604f35,7,0,https://www.wikidata.org/wiki/Q577
008851b16aa04124b3a9195676604f35,7,1,https://www.wikidata.org/wiki/Q2021
008851b16aa04124b3a9195676604f35,7,7,https://www.wikidata.org/wiki/Q1998
008851b16aa04124b3a9195676604f35,7,17,https://www.wikidata.org/wiki/Q1985
008851b16aa04124b3a9195676604f35,7,26,https://www.wikidata.org/wiki/Q2091
008851b16aa04124b3a9195676604f35,7,35,https://www.wikidata.org/wiki/Q2014
008851b16aa04124b3a9195676604f35,7,42,https://www.wikidata.org/wiki/Q1987
008851b16aa04124b3a9195676604f35,7,55,https://www.wikidata.org/wiki/Q1996
008851b16aa04124b3a9195676604f35,7,60,https://www.wikidata.org/wiki/Q2088
008851b16aa04124b3a9195676604f35,8,0,https://www.wikidata.org/wiki/Q5151
008851b16aa04124b3a9195676604f35,8,1,https://www.wikidata.org/wiki/Q23355
008851b16aa04124b3a9195676604f35,8,7,https://www.wikidata.org/wiki/Q23488
008851b16aa04124b3a9195676604f35,8,17,https://www.wikidata.org/wiki/Q23350
008851b16aa04124b3a9195676604f35,8,35,https://www.wikidata.org/wiki/Q202
008851b16aa04124b3a9195676604f35,8,72,https://www.wikidata.org/wiki/Q19108
008851b16aa04124b3a9195676604f35,10,0,
008851b16aa04124b3a9195676604f35,11,0,
008851b16aa04124b3a9195676604f35,14,0,https://www.wikidata.org/wiki/Q677
008851b16aa04124b3a9195676604f35,15,0,https://www.wikidata.org/wiki/Q711
008851b16aa04124b3a9195676604f35,16,0,https://www.wikidata.org/wiki/Q208232
008851b16aa04124b3a9195676604f35,17,0,https://www.wikidata.org/wiki/Q16
008851b16aa04124b3a9195676604f35,18,0,https://www.wikidata.org/wiki/Q172290
008851b16aa04124b3a9195676604f35,19,0,https://www.wikidata.org/wiki/Q182168
008851b16aa04124b3a9195676604f35,20,0,https://www.wikidata.org/wiki/Q298
008851b16aa04124b3a9195676604f35,23,0,https://www.wikidata.org/wiki/Q11466
008851b16aa04124b3a9195676604f35,25,0,https://www.wikidata.org/wiki/Q34740
008851b16aa04124b3a9195676604f35,25,1,
008851b16aa04124b3a9195676604f35,25,2,
008851b16aa04124b3a9195676604f35,25,3,
008851b16aa04124b3a9195676604f35,25,4,
008851b16aa04124b3a9195676604f35,25,5,
008851b16aa04124b3a9195676604f35,25,6,
008851b16aa04124b3a9195676604f35,25,7,
008851b16aa04124b3a9195676604f35,25,8,
008851b16aa04124b3a9195676604f35,25,9,
008851b16aa04124b3a9195676604f35,25,10,
008851b16aa04124b3a9195676604f35,25,14,
008851b16aa04124b3a9195676604f35,25,16,
008851b16aa04124b3a9195676604f35,25,17,
008851b16aa04124b3a9195676604f35,25,19,
008851b16aa04124b3a9195676604f35,25,20,
008851b16aa04124b3a9195676604f35,25,21,
008851b16aa04124b3a9195676604f35,25,22,
008851b16aa04124b3a9195676604f35,25,24,
008851b16aa04124b3a9195676604f35,25,26,
008851b16aa04124b3a9195676604f35,25,27,
008851b16aa04124b3a9195676604f35,25,29,
008851b16aa04124b3a9195676604f35,25,30,
008851b16aa04124b3a9195676604f35,25,31,
008851b16aa04124b3a9195676604f35,25,36,
008851b16aa04124b3a9195676604f35,25,37,
008851b16aa04124b3a9195676604f35,25,38,
008851b16aa04124b3a9195676604f35,25,48,
008851b16aa04124b3a9195676604f35,25,49,
008851b16aa04124b3a9195676604f35,25,51,
008851b16aa04124b3a9195676604f35,25,53,
008851b16aa04124b3a9195676604f35,25,55,
008851b16aa04124b3a9195676604f35,25,65,
008851b16aa04124b3a9195676604f35,25,66,
008851b16aa04124b3a9195676604f35,25,67,
008851b16aa04124b3a9195676604f35,25,72,
008851b16aa04124b3a9195676604f35,25,73,
008851b16aa04124b3a9195676604f35,25,74,
008851b16aa04124b3a9195676604f35,25,78,
008851b16aa04124b3a9195676604f35,25,80,
008851b16aa04124b3a9195676604f35,25,82,
008851b16aa04124b3a9195676604f35,25,84,
008851b16aa04124b3a9195676604f35,25,86,
008851b16aa04124b3a9195676604f35,25,87,
008851b16aa04124b3a9195676604f35,25,88,
008851b16aa04124b3a9195676604f35,25,90,
008851b16aa04124b3a9195676604f35,25,91,
008851b16aa04124b3a9195676604f35,26,0,https://www.wikidata.org/wiki/Q108866087
008851b16aa04124b3a9195676604f35,28,0,
008851b16aa04124b3a9195676604f35,31,0,https://www.wikidata.org/wiki/Q1019
008851b16aa04124b3a9195676604f35,32,0,https://www.wikidata.org/wiki/Q49
008851b16aa04124b3a9195676604f35,33,0,https://www.wikidata.org/wiki/Q11579
008851b16aa04124b3a9195676604f35,34,0,https://www.wikidata.org/wiki/Q409202
008851b16aa04124b3a9195676604f35,35,0,https://www.wikidata.org/wiki/Q948
008851b16aa04124b3a9195676604f35,36,0,https://www.wikidata.org/wiki/Q222
008851b16aa04124b3a9195676604f35,37,0,https://www.wikidata.org/wiki/Q34
008851b16aa04124b3a9195676604f35,38,0,https://www.wikidata.org/wiki/Q1091
008851b16aa04124b3a9195676604f35,39,0,https://www.wikidata.org/wiki/Q706
097c576b688e46eca8583b1de1a84a59,25,1,https://www.wikidata.org/wiki/Q290487
097c576b688e46eca8583b1de1a84a59,25,2,https://www.wikidata.org/wiki/Q857855
097c576b688e46eca8583b1de1a84a59,25,3,https://www.wikidata.org/wiki/Q2271225
097c576b688e46eca8583b1de1a84a59,25,4,https://www.wikidata.org/wiki/Q1028723
097c576b688e46eca8583b1de1a84a59,25,5,https://www.wikidata.org/wiki/Q5133903
097c576b688e46eca8583b1de1a84a59,25,6,https://www.wikidata.org/wiki/Q2112610
097c576b688e46eca8583b1de1a84a59,25,7,https://www.wikidata.org/wiki/Q2521639
097c576b688e46eca8583b1de1a84a59,25,8,https://www.wikidata.org/wiki/Q2707506
097c576b688e46eca8583b1de1a84a59,25,9,https://www.wikidata.org/wiki/Q2716403
097c576b688e46eca8583b1de1a84a59,25,10,https://www.wikidata.org/wiki/Q3768522
097c576b688e46eca8583b1de1a84a59,25,21,https://www.wikidata.org/wiki/Q251730
097c576b688e46eca8583b1de1a84a59,25,26,https://www.wikidata.org/wiki/Q654061
097c576b688e46eca8583b1de1a84a59,25,27,https://www.wikidata.org/wiki/Q2707493
